V1,V2,V3,V4,V5,V6,V7,V8
"sn95026788","Live Oak daily Democrat.","Live Oak Pub. Co.","Live Oak, Fla.","Florida--Suwannee--Live Oak","190?","190?","http://chroniclingamerica.loc.gov/lccn/sn95026788.json"
"sn84020074","The daily Madisonian.","J.B. Jones","Washington City [i.e., Washington, D.C.]","District of Columbia--Washington","1841","1845","http://chroniclingamerica.loc.gov/lccn/sn84020074.json"
"sn84026752","The national era.","L.P. Noble","Washington [D.C.]","District of Columbia--Washington","1847","1860","http://chroniclingamerica.loc.gov/lccn/sn84026752.json"
"sn95026977","Gainesville daily sun.","H.H. McCreary","Gainesville, Fla.","Florida--Alachua--Gainesville","190?","1938","http://chroniclingamerica.loc.gov/lccn/sn95026977.json"
"sn95026977","Gainesville daily sun.","H.H. McCreary","Gainesville, Fla.","Florida--Alachua--Gainesville","190?","1938","http://chroniclingamerica.loc.gov/lccn/sn95026977.json"
"sn95047378","The gazette-news.","Edward Fitzgerald","Daytona, Fla.","Florida--Volusia--Daytona","1???","1901","http://chroniclingamerica.loc.gov/lccn/sn95047378.json"
"sn83030313","The New York herald.","James Gordon Bennett","New York [N.Y.]","New York--New York--New York","1840","1920","http://chroniclingamerica.loc.gov/lccn/sn83030313.json"
"sn95047378","The gazette-news.","Edward Fitzgerald","Daytona, Fla.","Florida--Volusia--Daytona","1???","1901","http://chroniclingamerica.loc.gov/lccn/sn95047378.json"
"sn83045433","The Washington herald.","Washington Herald Co.","Washington, D.C.","District of Columbia--Washington","1906","1939","http://chroniclingamerica.loc.gov/lccn/sn83045433.json"
"sn95047416","The Weekly Tallahasseean.","John G. Collins","Tallahassee, Fla.","Florida--Leon--Tallahassee","18??","1905","http://chroniclingamerica.loc.gov/lccn/sn95047416.json"
"sn95047416","The Weekly Tallahasseean.","John G. Collins","Tallahassee, Fla.","Florida--Leon--Tallahassee","18??","1905","http://chroniclingamerica.loc.gov/lccn/sn95047416.json"
"sn84025891","The Washington bee. [volume]","Bee Pub. Co.","Washington, D.C.","District of Columbia--Washington","1884","1922","http://chroniclingamerica.loc.gov/lccn/sn84025891.json"
"sn96027438","The university news.","[s.n.]","Gainesville, Fla.","Florida--Alachua--Gainesville","1906","190?","http://chroniclingamerica.loc.gov/lccn/sn96027438.json"
"sn96027438","The university news.","[s.n.]","Gainesville, Fla.","Florida--Alachua--Gainesville","1906","190?","http://chroniclingamerica.loc.gov/lccn/sn96027438.json"
"sn84027621","The Ocala evening star.","Porter & Harding","Ocala, Fla.","Florida--Marion--Ocala","1895","1943","http://chroniclingamerica.loc.gov/lccn/sn84027621.json"
"sn84027621","The Ocala evening star.","Porter & Harding","Ocala, Fla.","Florida--Marion--Ocala","1895","1943","http://chroniclingamerica.loc.gov/lccn/sn84027621.json"
"sn83045462","Evening star. [volume]","W.D. Wallach & Hope","Washington, D.C.","District of Columbia--Washington","1854","1972","http://chroniclingamerica.loc.gov/lccn/sn83045462.json"
"sn78001466","Palatka daily news.","Vickers & Guerry","Palatka, Fla.","Florida--Putnam--Palatka","1919","1994","http://chroniclingamerica.loc.gov/lccn/sn78001466.json"
"sn78001466","Palatka daily news.","Vickers & Guerry","Palatka, Fla.","Florida--Putnam--Palatka","1919","1994","http://chroniclingamerica.loc.gov/lccn/sn78001466.json"
"sn83030214","New-York tribune.","New York Tribune","New York [N.Y.]","New York--New York--New York","1866","1924","http://chroniclingamerica.loc.gov/lccn/sn83030214.json"
"sn87062268","The Pensacola journal.","Mayes & Co.","Pensacola, Fla.","Florida--Escambia--Pensacola","1898","1985","http://chroniclingamerica.loc.gov/lccn/sn87062268.json"
"sn87062268","The Pensacola journal.","Mayes & Co.","Pensacola, Fla.","Florida--Escambia--Pensacola","1898","1985","http://chroniclingamerica.loc.gov/lccn/sn87062268.json"
"sn84031492","Chicago daily tribune.","Tribune Co.","Chicago, Ill.","Illinois--Cook--Chicago","1872","1963","http://chroniclingamerica.loc.gov/lccn/sn84031492.json"
"sn83030214","New-York tribune.","New York Tribune","New York [N.Y.]","New York--New York--New York","1866","1924","http://chroniclingamerica.loc.gov/lccn/sn83030214.json"
"sn95047297","The Palatka news and advertiser.","Russell & Vickers","Palatka, Fla.","Florida--Putnam--Palatka","1902","1905","http://chroniclingamerica.loc.gov/lccn/sn95047297.json"
"sn95047297","The Palatka news and advertiser.","Russell & Vickers","Palatka, Fla.","Florida--Putnam--Palatka","1902","1905","http://chroniclingamerica.loc.gov/lccn/sn95047297.json"
"sn95047298","The Palatka news.","Russell & Vickers","Palatka, Fla.","Florida--Putnam--Palatka","1905","1908","http://chroniclingamerica.loc.gov/lccn/sn95047298.json"
"sn83030214","New-York tribune.","New York Tribune","New York [N.Y.]","New York--New York--New York","1866","1924","http://chroniclingamerica.loc.gov/lccn/sn83030214.json"
"sn95047298","The Palatka news.","Russell & Vickers","Palatka, Fla.","Florida--Putnam--Palatka","1905","1908","http://chroniclingamerica.loc.gov/lccn/sn95047298.json"
"sn83045433","The Washington herald.","Washington Herald Co.","Washington, D.C.","District of Columbia--Washington","1906","1939","http://chroniclingamerica.loc.gov/lccn/sn83045433.json"
"sn95047299","The Palatka news and advertiser.","Russell & Vickers","Palatka, Fla.","Florida--Putnam--Palatka","1908","19??","http://chroniclingamerica.loc.gov/lccn/sn95047299.json"
"sn95047299","The Palatka news and advertiser.","Russell & Vickers","Palatka, Fla.","Florida--Putnam--Palatka","1908","19??","http://chroniclingamerica.loc.gov/lccn/sn95047299.json"
"sn83045462","Evening star. [volume]","W.D. Wallach & Hope","Washington, D.C.","District of Columbia--Washington","1854","1972","http://chroniclingamerica.loc.gov/lccn/sn83045462.json"
"sn83030212","New-York tribune.","Horace Greeley","New-York [N.Y.]","New York--New York--New York","1841","1842","http://chroniclingamerica.loc.gov/lccn/sn83030212.json"
"sn95047222","The Lakeland evening telegram.","[s.n.]","Lakeland, Fla.","Florida--Polk--Lakeland","1911","1922","http://chroniclingamerica.loc.gov/lccn/sn95047222.json"
"sn95047222","The Lakeland evening telegram.","[s.n.]","Lakeland, Fla.","Florida--Polk--Lakeland","1911","1922","http://chroniclingamerica.loc.gov/lccn/sn95047222.json"
"sn83030213","New-York daily tribune.","Greeley & McElrath","New-York [N.Y.]","New York--New York--New York","1842","1866","http://chroniclingamerica.loc.gov/lccn/sn83030213.json"
"sn84027621","The Ocala evening star.","Porter & Harding","Ocala, Fla.","Florida--Marion--Ocala","1895","1943","http://chroniclingamerica.loc.gov/lccn/sn84027621.json"
"sn82000205","The Washington critic.","Evening Critic Pub. Co.","Washington, D.C.","District of Columbia--Washington","1885","1888","http://chroniclingamerica.loc.gov/lccn/sn82000205.json"
"sn84027621","The Ocala evening star.","Porter & Harding","Ocala, Fla.","Florida--Marion--Ocala","1895","1943","http://chroniclingamerica.loc.gov/lccn/sn84027621.json"
"sn87062268","The Pensacola journal.","Mayes & Co.","Pensacola, Fla.","Florida--Escambia--Pensacola","1898","1985","http://chroniclingamerica.loc.gov/lccn/sn87062268.json"
"sn87062268","The Pensacola journal.","Mayes & Co.","Pensacola, Fla.","Florida--Escambia--Pensacola","1898","1985","http://chroniclingamerica.loc.gov/lccn/sn87062268.json"
"sn82014424","The Evening critic.","Evening Critic Pub. Co.","Washington, D.C.","District of Columbia--Washington","1881","1885","http://chroniclingamerica.loc.gov/lccn/sn82014424.json"
"sn88074815","The Ocala banner.","Banner Pub. Co.","Ocala, Marion County, Fla.","Florida--Marion--Ocala","1883","194?","http://chroniclingamerica.loc.gov/lccn/sn88074815.json"
"sn82015130","The National Republican.","National Republican Co.","Washington, D.C.","District of Columbia--Washington","1885","18??","http://chroniclingamerica.loc.gov/lccn/sn82015130.json"
"sn96027111","The Florida star.","S.W. Harmon","Titusville, Fla.","Florida--Brevard--Cocoa|Florida--Brevard--Titusville","1880","1917","http://chroniclingamerica.loc.gov/lccn/sn96027111.json"
"sn88074815","The Ocala banner.","Banner Pub. Co.","Ocala, Marion County, Fla.","Florida--Marion--Ocala","1883","194?","http://chroniclingamerica.loc.gov/lccn/sn88074815.json"
"sn82016187","The National tribune.","G.E. Lemon & Co.","Washington, D.C.","District of Columbia--Washington","1877","1917","http://chroniclingamerica.loc.gov/lccn/sn82016187.json"
"sn95026977","Gainesville daily sun.","H.H. McCreary","Gainesville, Fla.","Florida--Alachua--Gainesville","190?","1938","http://chroniclingamerica.loc.gov/lccn/sn95026977.json"
"sn96027111","The Florida star.","S.W. Harmon","Titusville, Fla.","Florida--Brevard--Cocoa|Florida--Brevard--Titusville","1880","1917","http://chroniclingamerica.loc.gov/lccn/sn96027111.json"
"sn84025890","The bee.","Turner & Hamlin","Washington, D.C.","District of Columbia--Washington","1882","1884","http://chroniclingamerica.loc.gov/lccn/sn84025890.json"
"sn84025891","The Washington bee. [volume]","Bee Pub. Co.","Washington, D.C.","District of Columbia--Washington","1884","1922","http://chroniclingamerica.loc.gov/lccn/sn84025891.json"
"sn95047178","The new enterprise.","[s.n.]","Madison, Fla.","Florida--Madison--Madison","1901","1908","http://chroniclingamerica.loc.gov/lccn/sn95047178.json"
"sn95026977","Gainesville daily sun.","H.H. McCreary","Gainesville, Fla.","Florida--Alachua--Gainesville","190?","1938","http://chroniclingamerica.loc.gov/lccn/sn95026977.json"
"sn86053573","National Republican.","W.J. Murtagh","Washington City (D.C.)","District of Columbia--Washington","1872","1888","http://chroniclingamerica.loc.gov/lccn/sn86053573.json"
"sn87062268","The Pensacola journal.","Mayes & Co.","Pensacola, Fla.","Florida--Escambia--Pensacola","1898","1985","http://chroniclingamerica.loc.gov/lccn/sn87062268.json"
"sn95047178","The new enterprise.","[s.n.]","Madison, Fla.","Florida--Madison--Madison","1901","1908","http://chroniclingamerica.loc.gov/lccn/sn95047178.json"
"sn87062268","The Pensacola journal.","Mayes & Co.","Pensacola, Fla.","Florida--Escambia--Pensacola","1898","1985","http://chroniclingamerica.loc.gov/lccn/sn87062268.json"
"sn83030214","New-York tribune.","New York Tribune","New York [N.Y.]","New York--New York--New York","1866","1924","http://chroniclingamerica.loc.gov/lccn/sn83030214.json"
"sn87062268","The Pensacola journal.","Mayes & Co.","Pensacola, Fla.","Florida--Escambia--Pensacola","1898","1985","http://chroniclingamerica.loc.gov/lccn/sn87062268.json"
"sn82014064","Chicago tribune.","Tribune Co.","Chicago, Ill.","Illinois--Cook--Chicago","1864","1872","http://chroniclingamerica.loc.gov/lccn/sn82014064.json"
"sn87062268","The Pensacola journal.","Mayes & Co.","Pensacola, Fla.","Florida--Escambia--Pensacola","1898","1985","http://chroniclingamerica.loc.gov/lccn/sn87062268.json"
"sn95026908","The De Soto County news.","De Soto Pub. Co.","Arcadia, Fla.","Florida--De Soto--Arcadia","1898","1924","http://chroniclingamerica.loc.gov/lccn/sn95026908.json"
"sn2008058169","The Washington critic.","Washington Critic Co.","Washington City, D.C.","District of Columbia--Washington","1890","1890","http://chroniclingamerica.loc.gov/lccn/sn2008058169.json"
"sn95026908","The De Soto County news.","De Soto Pub. Co.","Arcadia, Fla.","Florida--De Soto--Arcadia","1898","1924","http://chroniclingamerica.loc.gov/lccn/sn95026908.json"
"sn95047178","The new enterprise.","[s.n.]","Madison, Fla.","Florida--Madison--Madison","1901","1908","http://chroniclingamerica.loc.gov/lccn/sn95047178.json"
"sn2008058170","The daily critic.","Washington Critic Co.","Washington City, D.C.","District of Columbia--Washington","1890","1890","http://chroniclingamerica.loc.gov/lccn/sn2008058170.json"
"sn95047178","The new enterprise.","[s.n.]","Madison, Fla.","Florida--Madison--Madison","1901","1908","http://chroniclingamerica.loc.gov/lccn/sn95047178.json"
"sn95047324","The Punta Gorda herald.","A.P. Jordan","Punta Gorda, Fla.","Florida--Charlotte--Punta Gorda","1893","1958","http://chroniclingamerica.loc.gov/lccn/sn95047324.json"
"sn95047324","The Punta Gorda herald.","A.P. Jordan","Punta Gorda, Fla.","Florida--Charlotte--Punta Gorda","1893","1958","http://chroniclingamerica.loc.gov/lccn/sn95047324.json"
"sn2008058171","The critic.","Washington Critic Co.","Washington, D.C.","District of Columbia--Washington","1890","1891","http://chroniclingamerica.loc.gov/lccn/sn2008058171.json"
"sn96027724","The Florida agriculturist.","Kilkoff & Dean","DeLand, Fla.","Florida--Duval--Jacksonville|Florida--Volusia--De Land","1878","1911","http://chroniclingamerica.loc.gov/lccn/sn96027724.json"
"sn82000189","The Washington critic.","Washington Critic Co.","Washington, D.C.","District of Columbia--Washington","1889","1889","http://chroniclingamerica.loc.gov/lccn/sn82000189.json"
"sn96027724","The Florida agriculturist.","Kilkoff & Dean","DeLand, Fla.","Florida--Duval--Jacksonville|Florida--Volusia--De Land","1878","1911","http://chroniclingamerica.loc.gov/lccn/sn96027724.json"
"sn82000195","The Evening post.","Washington Post Co.","Washington, D.C.","District of Columbia--Washington","1888","1889","http://chroniclingamerica.loc.gov/lccn/sn82000195.json"
"sn84027621","The Ocala evening star.","Porter & Harding","Ocala, Fla.","Florida--Marion--Ocala","1895","1943","http://chroniclingamerica.loc.gov/lccn/sn84027621.json"
"sn84027621","The Ocala evening star.","Porter & Harding","Ocala, Fla.","Florida--Marion--Ocala","1895","1943","http://chroniclingamerica.loc.gov/lccn/sn84027621.json"
"sn82000205","The Washington critic.","Evening Critic Pub. Co.","Washington, D.C.","District of Columbia--Washington","1885","1888","http://chroniclingamerica.loc.gov/lccn/sn82000205.json"
"sn87062268","The Pensacola journal.","Mayes & Co.","Pensacola, Fla.","Florida--Escambia--Pensacola","1898","1985","http://chroniclingamerica.loc.gov/lccn/sn87062268.json"
"sn82014424","The Evening critic.","Evening Critic Pub. Co.","Washington, D.C.","District of Columbia--Washington","1881","1885","http://chroniclingamerica.loc.gov/lccn/sn82014424.json"
"sn87062268","The Pensacola journal.","Mayes & Co.","Pensacola, Fla.","Florida--Escambia--Pensacola","1898","1985","http://chroniclingamerica.loc.gov/lccn/sn87062268.json"
"sn88074815","The Ocala banner.","Banner Pub. Co.","Ocala, Marion County, Fla.","Florida--Marion--Ocala","1883","194?","http://chroniclingamerica.loc.gov/lccn/sn88074815.json"
"sn88074815","The Ocala banner.","Banner Pub. Co.","Ocala, Marion County, Fla.","Florida--Marion--Ocala","1883","194?","http://chroniclingamerica.loc.gov/lccn/sn88074815.json"
"sn82016187","The National tribune.","G.E. Lemon & Co.","Washington, D.C.","District of Columbia--Washington","1877","1917","http://chroniclingamerica.loc.gov/lccn/sn82016187.json"
"sn95047406","Bradford County telegraph.","L.C. Webb","Starke, Fla.","Florida--Bradford--Starke","1888","current","http://chroniclingamerica.loc.gov/lccn/sn95047406.json"
"sn84024442","The morning times.","Washington Times Co.","Washington, D.C.","District of Columbia--Washington","1895","1897","http://chroniclingamerica.loc.gov/lccn/sn84024442.json"
